Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,5,3:30,2,0.0,0.0,238.24,3,0.0,0.0,203.97,13,0.0,0.0,281.9,1,0.0,0.0,270.8
August,5,4:00,1,0.0,0.0,249.9,2,0.0,0.0,234.89,10,0.0,0.0,295.22,1,0.0,0.0,170.31
August,5,4:30,2,0.0,0.0,222.02,3,0.0,0.0,210.75,11,0.0,0.0,256.3,1,0.0,0.0,204.12
August,5,5:00,2,0.0,0.0,206.45,2,0.0,0.0,278.54,13,0.0,0.0,273.44,1,0.0,0.0,203.49
August,5,5:30,3,0.0,0.0,193.31,3,0.0,0.0,300.57,17,0.0,0.0,297.04,1,0.0,0.0,288.72
August,5,6:00,2,0.0,0.0,259.33,5,0.0,0.0,253.98,30,1.0,0.033333,231.12,14,0.0,0.0,207.33
August,5,6:30,4,1.0,0.25,191.53,9,2.0,0.222222,290.98,50,1.0,0.02,224.43,22,1.0,0.045455,225.73
August,5,7:00,10,0.0,0.0,229.8,28,0.0,0.0,244.72,93,0.0,0.0,246.27,43,0.0,0.0,260.94
August,5,7:30,16,0.0,0.0,275.49,45,1.0,0.022222,268.38,144,2.0,0.013889,249.24,70,0.0,0.0,260.75
August,5,8:00,51,0.0,0.0,240.31,95,1.0,0.010526,260.67,271,1.0,0.00369,273.82,124,1.0,0.008065,261.88
August,5,8:30,86,1.0,0.011628,267.94,150,1.0,0.006667,286.96,392,2.0,0.005102,285.85,186,1.0,0.005376,268.79
August,5,9:00,132,2.0,0.015152,285.15,216,1.0,0.00463,284.24,578,2.0,0.00346,293.99,273,1.0,0.003663,273.79
August,5,9:30,174,2.0,0.011494,285.91,281,2.0,0.007117,302.75,718,6.0,0.008357,303.48,338,2.0,0.005917,283.72
August,5,10:00,203,1.0,0.003926,284.7,342,1.0,0.001924,299.95,842,4.0,0.004938,306.26,407,4.0,0.008827999999999999,291.47
August,5,10:30,226,1.0,0.003425,282.33,374,7.0,0.017717,310.81,941,17.0,0.018129,315.02,452,11.0,0.023336,291.3
August,5,11:00,239,1.0,0.003184,288.45,430,2.0,0.0036509999999999997,315.35,1011,7.0,0.006913,317.78,486,8.0,0.015460999999999999,306.22
August,5,11:30,256,1.0,0.002906,288.73,448,4.0,0.007928999999999999,314.8,1051,6.0,0.00566,319.32,524,7.0,0.014266999999999998,300.66
August,5,12:00,258,1.0,0.002876,290.04,480,2.0,0.0031669999999999997,324.25,1044,12.0,0.011452,320.44,544,3.0,0.006353,302.69
August,5,12:30,257,2.0,0.006782,281.56,492,6.0,0.011195,325.78,1056,29.0,0.027409,325.6,542,13.0,0.024829999999999998,304.45
August,5,13:00,260,1.0,0.002846,286.97,525,2.0,0.004714,325.84,1057,6.0,0.005623,324.0,546,10.0,0.019147,302.46
August,5,13:30,254,1.0,0.0029370000000000004,295.19,525,6.0,0.012333,321.91,1046,20.0,0.019076,327.53,529,19.0,0.036807,308.58
August,5,14:00,270,1.0,0.002704,288.09,563,3.0,0.006105,317.53,1079,7.0,0.0064139999999999996,328.09,574,13.0,0.023389999999999998,305.51
August,5,14:30,269,1.0,0.002717,291.57,574,2.0,0.004226,325.62,1080,10.0,0.009184999999999999,333.7,557,10.0,0.018749,304.95
August,5,15:00,267,1.0,0.002745,297.21,572,1.0,0.002497,318.81,1066,5.0,0.004629,330.91,557,5.0,0.009772,307.25
August,5,15:30,261,1.0,0.002831,288.15,551,1.0,0.00263,319.19,1056,3.0,0.002788,332.5,564,11.0,0.020277,304.37
August,5,16:00,279,2.0,0.006168,297.97,558,1.0,0.002584,329.45,1037,3.0,0.002857,332.7,579,2.0,0.004181,309.17
August,5,16:30,259,1.0,0.002861,298.39,530,1.0,0.002774,326.77,1037,3.0,0.002857,328.01,560,4.0,0.007928999999999999,310.97
August,5,17:00,228,1.0,0.003386,291.88,499,3.0,0.005012,331.06,970,7.0,0.007247000000000001,334.33,499,2.0,0.0030080000000000003,308.69
August,5,17:30,192,1.0,0.004208,288.31,486,3.0,0.005173,331.16,909,5.0,0.005601,330.06,483,6.0,0.011422000000000002,309.51
August,5,18:00,183,1.0,0.004464,291.45,459,3.0,0.005536,324.88,847,8.0,0.009626,328.67,450,3.0,0.005667,314.47
August,5,18:30,155,1.0,0.005452,289.21,411,2.0,0.0038659999999999996,321.91,728,8.0,0.011363000000000002,327.61,392,2.0,0.004102,313.6
August,5,19:00,101,1.0,0.008901,307.42,363,2.0,0.00451,319.01,659,6.0,0.009621999999999999,328.75,357,4.0,0.010204000000000001,304.34
August,5,19:30,75,0.0,0.0,289.41,337,1.0,0.001967,321.48,583,5.0,0.009292000000000002,323.98,326,7.0,0.020472,314.15
August,5,20:00,56,2.0,0.034714,306.12,287,4.0,0.012937,314.14,488,7.0,0.013344000000000002,329.38,285,8.0,0.02707,309.86
August,5,20:30,55,2.0,0.035364,295.36,247,3.0,0.011146,307.27,436,3.0,0.005881,325.27,250,3.0,0.011,299.11
August,5,21:00,37,1.0,0.026026999999999998,289.74,201,2.0,0.00895,306.28,367,1.0,0.001725,322.64,198,3.0,0.014152000000000001,307.06
August,5,21:30,28,0.0,0.0,273.68,168,1.0,0.004952,306.86,304,1.0,0.002289,322.8,177,2.0,0.010298999999999999,317.51
August,5,22:00,23,0.0,0.0,267.27,133,1.0,0.007519,313.88,250,3.0,0.012,317.8,140,1.0,0.007143,320.73
August,5,22:30,14,3.0,0.214286,253.67,105,1.0,0.009524,298.94,200,1.0,0.005,313.36,115,1.0,0.008696,308.9
August,5,23:00,12,1.0,0.083333,299.16,81,0.0,0.0,295.56,149,1.0,0.006711,308.08,86,0.0,0.0,313.78
August,5,23:30,9,0.0,0.0,283.11,56,0.0,0.0,273.38,109,0.0,0.0,307.6,69,1.0,0.014493,312.56
August,6,0:00,4,0.0,0.0,265.41,38,0.0,0.0,319.88,78,1.0,0.012821,346.37,44,0.0,0.0,313.62
August,6,0:30,2,0.0,0.0,311.6,28,0.0,0.0,313.0,56,0.0,0.0,338.12,33,0.0,0.0,348.77
August,6,1:00,2,0.0,0.0,324.33,12,0.0,0.0,314.81,35,0.0,0.0,346.62,25,0.0,0.0,322.6
August,6,1:30,2,0.0,0.0,296.0,6,0.0,0.0,303.07,26,0.0,0.0,349.83,18,0.0,0.0,321.05
August,6,2:00,2,0.0,0.0,346.57,3,0.0,0.0,343.13,19,1.0,0.052632,306.4,10,0.0,0.0,353.27
August,6,2:30,2,0.0,0.0,283.98,4,0.0,0.0,343.49,17,0.0,0.0,309.19,10,0.0,0.0,356.78
August,6,3:00,2,0.0,0.0,351.56,3,0.0,0.0,446.31,12,1.0,0.083333,305.76,2,0.0,0.0,388.68
August,6,3:30,2,0.0,0.0,314.95,3,0.0,0.0,284.22,11,0.0,0.0,361.02,1,0.0,0.0,382.16
August,6,4:00,1,0.0,0.0,275.18,3,0.0,0.0,345.37,9,0.0,0.0,342.76,1,0.0,0.0,227.32
August,6,4:30,2,0.0,0.0,209.75,2,0.0,0.0,281.53,12,1.0,0.083333,349.58,1,0.0,0.0,370.92
August,6,5:00,1,0.0,0.0,286.6,2,0.0,0.0,298.8,13,0.0,0.0,300.42,1,0.0,0.0,361.14
August,6,5:30,2,0.0,0.0,291.84,2,0.0,0.0,331.45,20,1.0,0.05,272.65,1,0.0,0.0,275.39
August,6,6:00,2,0.0,0.0,217.04,6,0.0,0.0,341.88,30,0.0,0.0,265.75,14,0.0,0.0,235.39
August,6,6:30,4,0.0,0.0,269.65,7,4.0,0.571429,291.33,49,1.0,0.020408,253.25,25,1.0,0.04,275.77
August,6,7:00,7,0.0,0.0,284.09,27,0.0,0.0,245.61,96,2.0,0.020833,279.81,45,0.0,0.0,236.14
August,6,7:30,16,0.0,0.0,322.22,47,4.0,0.085106,311.84,151,5.0,0.033113,277.81,76,1.0,0.013158,266.35
August,6,8:00,46,0.0,0.0,271.91,90,0.0,0.0,301.05,275,6.0,0.021818,292.91,131,1.0,0.007634,285.06
August,6,8:30,81,1.0,0.012346,335.19,139,3.0,0.021583,317.63,397,13.0,0.032746,311.5,190,3.0,0.015789,289.79
August,6,9:00,120,1.0,0.008333,311.04,206,1.0,0.004854,319.97,574,11.0,0.019164,321.39,292,2.0,0.006849,277.69
August,6,9:30,147,1.0,0.006803,327.19,272,2.0,0.007353,327.41,719,16.0,0.022253,328.19,332,4.0,0.012048,298.94
August,6,10:00,175,1.0,0.004714,315.64,318,3.0,0.008434,331.13,811,9.0,0.01133,325.5,390,7.0,0.016949,300.64
August,6,10:30,194,1.0,0.004155,319.29,340,13.0,0.037235,349.24,924,26.0,0.028221,340.82,424,16.0,0.036736,313.96
August,6,11:00,209,1.0,0.003785,323.91,395,6.0,0.014190000000000001,352.95,963,13.0,0.013538000000000001,343.4,473,4.0,0.007456999999999999,313.18
August,6,11:30,217,1.0,0.003608,315.38,421,7.0,0.015627,353.93,979,20.0,0.02045,348.51,490,4.0,0.007163,316.71
August,6,12:00,213,1.0,0.0036950000000000004,336.09,455,4.0,0.007791,353.86,1005,6.0,0.005965,344.95,499,3.0,0.005012,317.54
August,6,12:30,213,1.0,0.0036950000000000004,323.85,462,8.0,0.016316,361.7,1012,31.0,0.030621000000000002,352.77,509,4.0,0.008823000000000001,312.49
August,6,13:00,218,1.0,0.003587,324.56,472,7.0,0.013831,345.08,1009,8.0,0.00792,349.2,517,5.0,0.010605,321.95
August,6,13:30,214,1.0,0.003673,324.42,484,9.0,0.017595,353.64,1014,16.0,0.015764999999999998,348.24,525,3.0,0.006619,313.83
August,6,14:00,216,1.0,0.0036299999999999995,323.45,491,2.0,0.003073,352.91,1000,7.0,0.007,350.76,546,1.0,0.002663,313.94
August,6,14:30,217,1.0,0.003608,331.58,502,3.0,0.006967999999999999,364.56,1022,16.0,0.015634,354.12,535,2.0,0.004607,324.01
August,6,15:00,217,1.0,0.003608,324.05,495,2.0,0.00304,354.09,985,4.0,0.004076,356.48,533,1.0,0.002752,329.34
August,6,15:30,217,1.0,0.003608,330.77,503,1.0,0.0029760000000000003,357.27,989,19.0,0.019222,363.55,534,2.0,0.004618,326.72
August,6,16:00,213,1.0,0.0036950000000000004,338.19,497,2.0,0.0030239999999999998,355.99,973,9.0,0.009277,359.71,517,2.0,0.004803,323.04
August,6,16:30,202,1.0,0.00395,330.9,477,2.0,0.0031929999999999997,359.43,941,7.0,0.007501999999999999,358.57,504,1.0,0.002968,326.77
August,6,17:00,182,1.0,0.004495,333.14,449,8.0,0.016817,359.64,884,45.0,0.051036,358.3,502,15.0,0.030872999999999998,314.49
August,6,17:30,165,1.0,0.005061,326.07,441,10.0,0.021676,358.39,832,42.0,0.050683,354.6,453,12.0,0.02549,328.39
August,6,18:00,146,1.0,0.005849,315.09,405,5.0,0.011345999999999998,354.69,760,20.0,0.026632,363.87,411,4.0,0.008732,317.11
August,6,18:30,126,1.0,0.006937,348.46,351,1.0,0.001849,355.17,676,9.0,0.013793,363.26,365,2.0,0.004479,324.97
August,6,19:00,79,0.0,0.0,340.29,324,2.0,0.005173,355.31,614,9.0,0.015286999999999999,355.95,339,4.0,0.010799,315.88
August,6,19:30,62,0.0,0.0,328.37,293,2.0,0.005826,356.6,534,16.0,0.030835,349.93,302,2.0,0.005623,331.65
August,6,20:00,48,0.0,0.0,312.0,261,3.0,0.010494,354.49,462,8.0,0.016316,353.75,277,4.0,0.01344,324.85
August,6,20:30,41,0.0,0.0,310.56,222,4.0,0.017018,347.97,391,4.0,0.009229999999999999,351.84,231,1.0,0.0033290000000000004,311.74
August,6,21:00,33,0.0,0.0,316.96,179,2.0,0.010173000000000001,343.11,332,1.0,0.002012,353.66,195,7.0,0.034897,320.42
August,6,21:30,26,0.0,0.0,319.83,151,1.0,0.005623,355.68,280,1.0,0.002571,347.2,167,2.0,0.010976,319.28
August,6,22:00,18,0.0,0.0,337.26,121,1.0,0.008264,318.5,224,2.0,0.008929,350.46,129,1.0,0.007752,315.73
August,6,22:30,13,0.0,0.0,299.6,96,1.0,0.010417,330.96,176,1.0,0.005682,322.12,114,1.0,0.008772,319.25
August,6,23:00,11,0.0,0.0,312.66,72,0.0,0.0,315.33,136,1.0,0.007353,333.08,83,0.0,0.0,311.94
August,6,23:30,9,0.0,0.0,288.81,56,0.0,0.0,320.66,108,1.0,0.009259,329.43,66,0.0,0.0,300.52
August,7,0:00,6,0.0,0.0,297.1,36,0.0,0.0,304.15,73,0.0,0.0,340.47,42,0.0,0.0,333.76
August,7,0:30,4,0.0,0.0,323.46,25,0.0,0.0,293.76,59,0.0,0.0,326.11,34,0.0,0.0,339.58
August,7,1:00,4,0.0,0.0,301.11,11,0.0,0.0,284.36,46,0.0,0.0,327.6,23,0.0,0.0,344.44
August,7,1:30,3,0.0,0.0,364.08,9,0.0,0.0,319.49,31,0.0,0.0,346.47,21,0.0,0.0,313.77
August,7,2:00,3,0.0,0.0,329.53,6,0.0,0.0,363.95,21,1.0,0.047619,264.74,16,0.0,0.0,308.91
August,7,2:30,1,0.0,0.0,268.91,4,0.0,0.0,407.62,17,0.0,0.0,215.86,11,0.0,0.0,286.85
August,7,3:00,1,0.0,0.0,426.38,3,0.0,0.0,320.11,10,0.0,0.0,305.83,2,0.0,0.0,333.94
August,7,3:30,2,0.0,0.0,299.44,4,0.0,0.0,382.06,12,0.0,0.0,341.76,1,0.0,0.0,373.61
August,7,4:00,2,0.0,0.0,248.42,2,0.0,0.0,370.15,12,0.0,0.0,296.69,1,0.0,0.0,327.09
August,7,4:30,1,0.0,0.0,344.5,1,0.0,0.0,360.01,10,0.0,0.0,292.57,1,0.0,0.0,260.73
August,7,5:00,1,0.0,0.0,213.04,3,0.0,0.0,264.69,14,0.0,0.0,274.02,1,0.0,0.0,210.23
August,7,5:30,2,0.0,0.0,325.26,3,0.0,0.0,262.22,20,0.0,0.0,290.87,1,0.0,0.0,401.84
August,7,6:00,3,0.0,0.0,263.48,5,0.0,0.0,237.11,31,0.0,0.0,281.19,14,0.0,0.0,230.87
August,7,6:30,5,1.0,0.2,302.34,7,1.0,0.142857,389.02,53,1.0,0.018868,270.31,24,1.0,0.041667,258.36
August,7,7:00,9,1.0,0.111111,335.44,25,0.0,0.0,274.71,96,0.0,0.0,270.17,39,0.0,0.0,266.97
August,7,7:30,17,0.0,0.0,300.68,43,1.0,0.023256,289.07,147,1.0,0.006803,270.83,69,0.0,0.0,249.01
August,7,8:00,49,0.0,0.0,291.91,84,0.0,0.0,302.17,264,1.0,0.003788,306.91,123,0.0,0.0,262.19
August,7,8:30,85,1.0,0.011765,321.05,131,1.0,0.007634,312.91,379,2.0,0.005277,312.24,188,1.0,0.005319,287.13
August,7,9:00,120,0.0,0.0,325.1,203,1.0,0.004926,308.28,545,2.0,0.00367,323.95,256,1.0,0.003906,289.33
August,7,9:30,147,1.0,0.006803,321.77,250,1.0,0.004,320.14,678,4.0,0.0059,329.7,312,3.0,0.009615,298.15
August,7,10:00,178,1.0,0.004618,312.52,297,1.0,0.002367,320.96,793,2.0,0.002783,339.32,367,2.0,0.00445,305.64
August,7,10:30,205,1.0,0.0038780000000000004,323.95,350,2.0,0.004714,337.18,882,6.0,0.006937,349.62,405,3.0,0.006407,306.28
August,7,11:00,220,1.0,0.0035450000000000004,323.31,364,1.0,0.0017469999999999999,342.06,939,4.0,0.004325,351.83,451,2.0,0.0034349999999999997,314.17
August,7,11:30,227,1.0,0.003405,324.84,410,2.0,0.0038780000000000004,334.13,969,8.0,0.008288,354.62,452,2.0,0.003425,316.94
August,7,12:00,229,1.0,0.003367,325.47,435,2.0,0.0035979999999999996,339.51,949,4.0,0.004269,356.69,469,3.0,0.005397,311.94
August,7,12:30,233,1.0,0.003292,314.21,440,2.0,0.0035450000000000004,348.7,962,12.0,0.012514,357.53,476,3.0,0.0053029999999999996,309.32
August,7,13:00,223,1.0,0.003484,324.14,441,2.0,0.003535,340.16,937,6.0,0.006471,361.69,470,3.0,0.005383,315.48
August,7,13:30,226,1.0,0.003425,333.16,458,3.0,0.00555,337.11,946,5.0,0.005342,355.26,477,3.0,0.005289,312.7
August,7,14:00,237,1.0,0.0032189999999999996,335.53,486,2.0,0.0031149999999999997,340.8,963,5.0,0.005231,359.74,515,2.0,0.004825,317.96
August,7,14:30,233,1.0,0.003292,337.32,497,2.0,0.0030239999999999998,343.13,984,15.0,0.01526,364.81,512,3.0,0.006812,321.79
August,7,15:00,237,1.0,0.0032189999999999996,342.84,471,2.0,0.0032459999999999998,347.42,954,3.0,0.0031929999999999997,361.93,502,1.0,0.0029839999999999997,326.34
August,7,15:30,229,2.0,0.007734,337.93,479,2.0,0.003175,348.77,964,3.0,0.003149,362.67,494,2.0,0.0030489999999999996,322.3
August,7,16:00,229,1.0,0.003367,336.54,467,2.0,0.0032830000000000003,346.33,929,3.0,0.003306,363.65,505,1.0,0.00296,316.48
August,7,16:30,228,1.0,0.003386,333.26,455,2.0,0.0033959999999999997,343.09,910,3.0,0.0033959999999999997,368.84,475,2.0,0.0032110000000000003,325.41
August,7,17:00,201,1.0,0.003975,330.87,429,2.0,0.0036620000000000003,346.44,872,2.0,0.00244,363.1,451,2.0,0.0034349999999999997,326.05
August,7,17:30,173,1.0,0.00478,334.83,411,2.0,0.0038659999999999996,347.31,814,3.0,0.003914,360.43,417,2.0,0.003796,317.31
August,7,18:00,152,1.0,0.005579,334.93,389,2.0,0.004141,341.27,739,6.0,0.008472,365.28,383,2.0,0.004222,329.03
August,7,18:30,133,1.0,0.006519,324.87,355,1.0,0.001817,348.93,657,7.0,0.011177,370.78,347,1.0,0.001882,319.02
August,7,19:00,88,0.0,0.0,344.24,319,1.0,0.002135,339.26,589,4.0,0.007489,361.52,326,3.0,0.008202000000000001,313.02
August,7,19:30,66,0.0,0.0,317.95,291,1.0,0.002436,343.5,529,8.0,0.016013,376.36,289,3.0,0.009381,322.31
August,7,20:00,52,0.0,0.0,324.11,245,1.0,0.0030819999999999997,355.1,455,9.0,0.018779999999999998,364.27,262,3.0,0.010450000000000001,308.87
August,7,20:30,45,0.0,0.0,343.7,214,1.0,0.003673,331.79,404,4.0,0.008901,358.47,223,2.0,0.007969,315.2
August,7,21:00,34,0.0,0.0,304.41,178,1.0,0.004618,335.71,328,1.0,0.002049,358.75,182,2.0,0.009989000000000001,319.02
August,7,21:30,25,0.0,0.0,328.81,139,1.0,0.006194,332.2,269,1.0,0.002717,364.75,165,1.0,0.005061,307.04
August,7,22:00,21,0.0,0.0,304.85,116,1.0,0.008621,325.04,218,2.0,0.009174,339.47,126,1.0,0.007937,330.93
August,7,22:30,14,1.0,0.071429,304.5,91,0.0,0.0,311.58,167,1.0,0.005988,336.39,104,0.0,0.0,305.35
August,7,23:00,12,0.0,0.0,333.4,68,0.0,0.0,323.15,130,1.0,0.007692,342.58,78,0.0,0.0,310.03
August,7,23:30,9,0.0,0.0,340.64,50,0.0,0.0,309.0,100,0.0,0.0,338.72,62,0.0,0.0,320.3
August,8,0:00,6,0.0,0.0,390.71,34,0.0,0.0,319.22,74,0.0,0.0,357.2,42,0.0,0.0,334.41
August,8,0:30,5,0.0,0.0,344.7,24,0.0,0.0,297.05,52,0.0,0.0,317.5,31,0.0,0.0,306.12
August,8,1:00,3,0.0,0.0,321.71,11,0.0,0.0,417.18,37,1.0,0.027027,328.09,21,0.0,0.0,372.12
August,8,1:30,3,0.0,0.0,293.39,7,0.0,0.0,242.3,28,0.0,0.0,312.43,17,0.0,0.0,299.56
August,8,2:00,2,0.0,0.0,234.88,6,0.0,0.0,353.49,18,0.0,0.0,313.44,12,0.0,0.0,344.42
August,8,2:30,1,0.0,0.0,341.76,4,0.0,0.0,363.49,19,1.0,0.052632,329.61,9,0.0,0.0,311.89
August,8,3:00,2,0.0,0.0,204.05,4,0.0,0.0,349.49,11,0.0,0.0,389.23,3,0.0,0.0,421.13
August,8,3:30,2,0.0,0.0,182.73,3,0.0,0.0,361.09,13,0.0,0.0,378.38,1,0.0,0.0,172.26
August,8,4:00,1,0.0,0.0,281.13,3,0.0,0.0,317.82,12,0.0,0.0,302.33,1,0.0,0.0,328.97
August,8,4:30,2,0.0,0.0,227.98,4,0.0,0.0,227.68,13,0.0,0.0,349.02,1,0.0,0.0,443.81
August,8,5:00,2,0.0,0.0,263.99,3,0.0,0.0,244.22,17,0.0,0.0,303.66,1,0.0,0.0,339.61
August,8,5:30,2,0.0,0.0,235.73,4,0.0,0.0,301.31,17,0.0,0.0,325.54,1,0.0,0.0,276.69
August,8,6:00,3,0.0,0.0,239.35,6,0.0,0.0,294.27,33,0.0,0.0,284.45,10,0.0,0.0,253.09
August,8,6:30,4,1.0,0.25,311.37,7,1.0,0.142857,338.1,54,1.0,0.018519,265.76,25,1.0,0.04,263.06
August,8,7:00,11,1.0,0.090909,305.3,33,0.0,0.0,254.15,88,1.0,0.011364,270.64,45,0.0,0.0,261.61
August,8,7:30,16,1.0,0.0625,328.35,47,1.0,0.021277,284.42,149,2.0,0.013423,266.82,72,0.0,0.0,285.72
August,8,8:00,47,0.0,0.0,279.45,99,0.0,0.0,283.98,265,1.0,0.003774,284.25,135,1.0,0.007407,275.44
August,8,8:30,86,0.0,0.0,298.13,136,1.0,0.007353,310.28,382,2.0,0.005236,307.61,184,2.0,0.01087,287.58
August,8,9:00,125,0.0,0.0,307.85,202,1.0,0.00495,326.37,541,2.0,0.003697,311.51,261,1.0,0.003831,293.35
August,8,9:30,160,1.0,0.00625,315.52,243,1.0,0.004115,329.01,679,5.0,0.007364,308.72,325,3.0,0.009231,307.39
August,8,10:00,174,1.0,0.004747,324.05,307,1.0,0.002257,339.41,769,6.0,0.008102999999999999,326.62,382,2.0,0.004236,301.93
August,8,10:30,217,1.0,0.003608,324.62,344,2.0,0.004814,336.24,855,13.0,0.015373999999999999,331.82,417,4.0,0.008591999999999999,320.04
August,8,11:00,224,1.0,0.003464,323.66,376,2.0,0.004319,339.65,911,6.0,0.006684,340.29,441,4.0,0.00807,321.89
August,8,11:30,236,1.0,0.0032370000000000003,324.97,408,3.0,0.006353,354.66,956,6.0,0.006322,339.7,476,4.0,0.007403000000000001,320.43
August,8,12:00,248,1.0,0.003032,314.91,459,2.0,0.0033569999999999997,348.61,965,15.0,0.01558,339.92,476,4.0,0.007403000000000001,317.12
August,8,12:30,242,1.0,0.0031320000000000002,329.32,455,2.0,0.0033959999999999997,357.66,966,11.0,0.011422000000000002,342.98,494,2.0,0.0030489999999999996,330.12
August,8,13:00,242,1.0,0.0031320000000000002,338.54,471,2.0,0.0032459999999999998,344.56,957,6.0,0.006315,352.08,488,3.0,0.005148,328.51
August,8,13:30,250,1.0,0.003,331.06,476,2.0,0.003202,342.26,951,9.0,0.009515,350.04,506,3.0,0.0069050000000000005,328.36
August,8,14:00,244,1.0,0.003098,327.04,497,2.0,0.0030239999999999998,354.81,971,9.0,0.009299000000000002,351.26,521,3.0,0.006678,325.57
August,8,14:30,263,1.0,0.002802,333.35,513,1.0,0.002899,352.19,962,11.0,0.011474000000000002,350.68,514,6.0,0.012618999999999998,331.4
August,8,15:00,249,1.0,0.0030159999999999996,321.01,518,1.0,0.002861,359.4,959,9.0,0.009427999999999999,350.12,512,6.0,0.012672,335.68
August,8,15:30,258,1.0,0.002876,331.67,502,2.0,0.004976,349.98,950,27.0,0.028474,351.06,493,12.0,0.023341,329.24
August,8,16:00,248,1.0,0.003032,334.84,509,1.0,0.002929,364.68,939,14.0,0.014973999999999998,352.82,538,6.0,0.012011,333.99
August,8,16:30,233,1.0,0.003292,337.25,488,2.0,0.003098,354.81,894,5.0,0.005711,351.89,503,2.0,0.004964,324.9
August,8,17:00,203,1.0,0.003926,332.25,467,2.0,0.0032830000000000003,352.24,846,4.0,0.00491,351.37,463,2.0,0.00332,341.01
August,8,17:30,179,1.0,0.004587,329.08,433,2.0,0.003619,354.87,774,4.0,0.00546,352.65,418,3.0,0.006177,325.76
August,8,18:00,160,1.0,0.00525,325.54,402,2.0,0.003975,359.75,681,5.0,0.007810999999999999,355.51,377,2.0,0.004305,324.21
August,8,18:30,134,1.0,0.006463,353.53,344,1.0,0.0019069999999999998,349.2,618,2.0,0.003854,356.82,336,2.0,0.004952,324.75
August,8,19:00,90,0.0,0.0,357.55,327,1.0,0.002058,351.09,548,3.0,0.006299,343.84,302,2.0,0.005623,327.16
August,8,19:30,65,0.0,0.0,331.01,278,1.0,0.002597,332.1,477,5.0,0.009482,352.49,271,3.0,0.010069999999999999,328.58
August,8,20:00,51,0.0,0.0,339.35,235,1.0,0.003255,343.81,404,8.0,0.018802,347.61,226,3.0,0.012274,323.8
August,8,20:30,41,0.0,0.0,311.19,217,1.0,0.003608,349.19,342,3.0,0.007772,339.43,202,1.0,0.00395,309.0
August,8,21:00,29,0.0,0.0,333.29,182,1.0,0.004495,341.2,292,1.0,0.002425,345.16,166,4.0,0.023096,328.09
August,8,21:30,21,0.0,0.0,314.74,148,1.0,0.005757,324.59,236,1.0,0.0032370000000000003,341.6,146,3.0,0.019548,335.59
August,8,22:00,20,0.0,0.0,316.72,112,0.0,0.0,336.16,192,1.0,0.005208,340.01,115,1.0,0.008696,321.86
August,8,22:30,14,1.0,0.071429,370.04,97,0.0,0.0,310.41,154,1.0,0.006494,337.71,95,0.0,0.0,307.47
August,8,23:00,10,0.0,0.0,325.27,66,0.0,0.0,331.18,115,0.0,0.0,328.29,73,0.0,0.0,304.24
August,8,23:30,8,0.0,0.0,235.04,57,0.0,0.0,335.18,91,0.0,0.0,305.42,57,0.0,0.0,305.34
August,9,0:00,6,0.0,0.0,359.71,38,0.0,0.0,311.0,66,1.0,0.015152,332.27,42,1.0,0.02381,327.17
August,9,0:30,4,0.0,0.0,405.94,25,0.0,0.0,346.4,50,0.0,0.0,330.3,27,0.0,0.0,343.65
August,9,1:00,4,0.0,0.0,348.31,10,0.0,0.0,399.18,37,1.0,0.027027,338.78,24,0.0,0.0,335.01
August,9,1:30,2,0.0,0.0,260.65,5,0.0,0.0,293.29,32,0.0,0.0,339.08,16,0.0,0.0,331.56
August,9,2:00,1,0.0,0.0,285.3,5,0.0,0.0,319.77,19,1.0,0.052632,321.59,12,0.0,0.0,329.61
August,9,2:30,2,0.0,0.0,301.08,3,0.0,0.0,334.25,14,0.0,0.0,352.7,6,0.0,0.0,328.25
August,9,3:00,2,0.0,0.0,329.42,3,0.0,0.0,325.69,11,1.0,0.090909,340.85,2,0.0,0.0,471.18
August,9,3:30,1,0.0,0.0,190.46,3,0.0,0.0,164.11,12,0.0,0.0,291.04,1,0.0,0.0,250.61
August,9,4:00,2,0.0,0.0,259.78,2,0.0,0.0,310.19,10,0.0,0.0,380.57,1,0.0,0.0,269.97
August,9,4:30,1,0.0,0.0,194.97,2,0.0,0.0,327.03,10,0.0,0.0,319.6,1,0.0,0.0,350.28
August,9,5:00,1,0.0,0.0,434.5,3,0.0,0.0,269.19,11,0.0,0.0,437.51,1,0.0,0.0,231.38
August,9,5:30,1,0.0,0.0,199.35,2,0.0,0.0,275.87,12,0.0,0.0,313.48,1,0.0,0.0,384.24
August,9,6:00,2,0.0,0.0,281.96,3,0.0,0.0,351.17,18,0.0,0.0,298.38,8,0.0,0.0,260.78
August,9,6:30,3,0.0,0.0,319.66,7,1.0,0.142857,325.56,33,0.0,0.0,280.27,13,1.0,0.076923,292.97
August,9,7:00,5,0.0,0.0,251.06,10,0.0,0.0,296.97,58,0.0,0.0,277.86,28,0.0,0.0,280.83
August,9,7:30,10,0.0,0.0,326.03,17,0.0,0.0,336.78,97,1.0,0.010309,269.15,43,1.0,0.023256,310.38
