Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,11.0,0:00,100.00%,3.0,0.0,0.00%,566.67
April,11.0,0:30,100.00%,4.0,0.0,0.00%,124.75
April,11.0,1:30,25.00%,4.0,0.0,0.00%,207.75
April,11.0,2:00,100.00%,2.0,0.0,0.00%,256.5
April,11.0,2:30,100.00%,1.0,0.0,0.00%,426
April,11.0,3:00,100.00%,6.0,1.0,16.67%,159.6
April,11.0,3:30,100.00%,5.0,0.0,0.00%,52.2
April,11.0,4:00,100.00%,3.0,0.0,0.00%,40.33
April,11.0,5:00,100.00%,1.0,0.0,0.00%,231
April,11.0,5:30,,0.0,0.0,,
April,11.0,6:00,100.00%,1.0,0.0,0.00%,234
April,11.0,6:30,25.00%,6.0,2.0,33.33%,340.5
April,11.0,7:00,66.67%,7.0,1.0,14.29%,454
April,11.0,7:30,15.38%,15.0,2.0,13.33%,243.85
April,11.0,8:00,83.33%,36.0,0.0,0.00%,304.78
April,11.0,8:30,85.90%,78.0,0.0,0.00%,293.63
April,11.0,9:00,97.54%,122.0,0.0,0.00%,291.64
April,11.0,9:30,94.07%,118.0,0.0,0.00%,332.45
April,11.0,10:00,95.27%,148.0,0.0,0.00%,332.84
April,11.0,10:30,97.88%,190.0,1.0,0.53%,308.47
April,11.0,11:00,95.62%,251.0,0.0,0.00%,330.46
April,11.0,11:30,95.95%,222.0,0.0,0.00%,317.86
April,11.0,12:00,80.43%,287.0,11.0,3.83%,287.01
April,11.0,12:30,92.86%,210.0,0.0,0.00%,326.19
April,11.0,13:00,71.07%,248.0,6.0,2.42%,329.41
April,11.0,13:30,88.71%,248.0,0.0,0.00%,325.49
April,11.0,14:00,85.40%,228.0,2.0,0.88%,306.76
April,11.0,14:30,95.56%,250.0,2.0,0.80%,331.1
April,11.0,15:00,99.57%,233.0,0.0,0.00%,328.32
April,11.0,15:30,82.19%,250.0,3.0,1.20%,347.03
April,11.0,16:00,94.81%,232.0,1.0,0.43%,388.51
April,11.0,16:30,93.95%,215.0,0.0,0.00%,356.52
April,11.0,17:00,91.67%,192.0,0.0,0.00%,365.09
April,11.0,17:30,97.37%,154.0,2.0,1.30%,344.28
April,11.0,18:00,99.30%,142.0,0.0,0.00%,307.11
April,11.0,18:30,100.00%,107.0,0.0,0.00%,347.25
April,11.0,19:00,98.86%,89.0,1.0,1.12%,364.36
April,11.0,19:30,100.00%,58.0,0.0,0.00%,324.59
April,11.0,20:00,100.00%,45.0,0.0,0.00%,308.18
April,11.0,20:30,100.00%,41.0,0.0,0.00%,293.61
April,11.0,21:00,100.00%,27.0,0.0,0.00%,304.07
April,11.0,21:30,100.00%,18.0,0.0,0.00%,291.94
April,11.0,22:00,100.00%,21.0,0.0,0.00%,199.62
April,11.0,22:30,75.00%,13.0,9.0,69.23%,660.5
April,11.0,23:00,44.44%,10.0,1.0,10.00%,373.44
April,11.0,23:30,100.00%,15.0,0.0,0.00%,221.4
April,12.0,0:00,100.00%,5.0,0.0,0.00%,254.8
April,12.0,0:30,100.00%,4.0,0.0,0.00%,416.5
April,12.0,1:00,100.00%,4.0,0.0,0.00%,248.5
April,12.0,1:30,100.00%,2.0,0.0,0.00%,495
April,12.0,2:30,100.00%,2.0,0.0,0.00%,294
April,12.0,3:30,100.00%,3.0,0.0,0.00%,37.67
April,12.0,4:00,100.00%,3.0,0.0,0.00%,158.67
April,12.0,6:30,,1.0,1.0,100.00%,
April,12.0,7:00,75.00%,4.0,0.0,0.00%,191.5
April,12.0,7:30,90.00%,10.0,0.0,0.00%,333
April,12.0,8:00,100.00%,33.0,1.0,3.03%,239.09
April,12.0,8:30,100.00%,44.0,0.0,0.00%,268.2
April,12.0,9:00,98.44%,65.0,1.0,1.54%,259.36
April,12.0,9:30,80.28%,75.0,4.0,5.33%,291.52
April,12.0,10:00,,,6.0,5.04%,315.68
April,12.0,10:30,,,0.0,0.00%,264.52
April,12.0,11:00,,,2.0,1.32%,307.97
April,12.0,11:30,,,3.0,1.96%,320.36
April,12.0,12:00,,,1.0,0.62%,295.57
April,12.0,12:30,,,0.0,0.00%,272.39
April,12.0,13:00,,,13.0,6.95%,309.17
April,12.0,13:30,,,0.0,0.00%,304.92
April,12.0,14:00,,,0.0,0.00%,264.96
April,12.0,14:30,,,0.0,0.00%,271.25
April,12.0,15:00,,,2.0,1.14%,304.76
April,12.0,15:30,,,1.0,0.58%,341.41
April,12.0,16:00,,,0.0,0.00%,338.13
April,12.0,16:30,,,0.0,0.00%,285.88
April,12.0,17:00,,,10.0,7.58%,312.93
April,12.0,17:30,81.08%,111.0,0.0,0.00%,357.05
April,12.0,18:00,98.39%,124.0,0.0,0.00%,302.91
April,12.0,18:30,97.89%,95.0,0.0,0.00%,315.31
April,12.0,19:00,100.00%,61.0,1.0,1.64%,345.78
April,12.0,19:30,100.00%,51.0,0.0,0.00%,298.27
April,12.0,20:00,97.37%,38.0,0.0,0.00%,304.29
April,12.0,20:30,95.00%,20.0,0.0,0.00%,362.25
April,12.0,21:00,86.67%,18.0,3.0,16.67%,303.4
April,12.0,21:30,94.74%,19.0,0.0,0.00%,397.42
April,12.0,22:00,100.00%,9.0,0.0,0.00%,209.89
April,12.0,22:30,33.33%,8.0,2.0,25.00%,250.33
April,12.0,23:00,57.14%,9.0,2.0,22.22%,215
April,12.0,23:30,100.00%,8.0,0.0,0.00%,432.38
April,13.0,0:00,50.00%,2.0,0.0,0.00%,193.5
April,13.0,0:30,100.00%,1.0,0.0,0.00%,156
April,13.0,1:00,100.00%,1.0,0.0,0.00%,0
April,13.0,1:30,100.00%,2.0,0.0,0.00%,243.5
April,13.0,3:00,100.00%,1.0,0.0,0.00%,476
April,13.0,6:00,66.67%,3.0,0.0,0.00%,47.67
April,13.0,6:30,100.00%,1.0,0.0,0.00%,52
April,13.0,7:00,100.00%,4.0,0.0,0.00%,315.75
April,13.0,7:30,100.00%,6.0,0.0,0.00%,297.33
April,13.0,8:00,100.00%,5.0,0.0,0.00%,219.8
April,13.0,8:30,100.00%,9.0,0.0,0.00%,315.44
April,13.0,9:00,100.00%,13.0,0.0,0.00%,214.08
April,13.0,9:30,100.00%,23.0,0.0,0.00%,407.91
April,13.0,10:00,100.00%,22.0,0.0,0.00%,250.14
April,13.0,10:30,100.00%,31.0,0.0,0.00%,342.94
April,13.0,11:00,100.00%,31.0,0.0,0.00%,316.26
April,13.0,11:30,100.00%,33.0,0.0,0.00%,263.58
April,13.0,12:00,98.04%,51.0,0.0,0.00%,272.14
April,13.0,12:30,98.46%,65.0,0.0,0.00%,264.43
April,13.0,13:00,92.54%,69.0,2.0,2.90%,285.31
April,13.0,13:30,93.90%,83.0,1.0,1.20%,274.71
April,13.0,14:00,94.12%,69.0,1.0,1.45%,328.84
April,13.0,14:30,83.78%,78.0,4.0,5.13%,350.73
April,13.0,15:00,62.07%,91.0,4.0,4.40%,332.31
April,13.0,15:30,96.88%,65.0,1.0,1.54%,337.77
April,13.0,16:00,97.56%,82.0,0.0,0.00%,294.49
April,13.0,16:30,98.67%,75.0,0.0,0.00%,314.2
April,13.0,17:00,98.08%,54.0,2.0,3.70%,225.77
April,13.0,17:30,86.79%,54.0,1.0,1.85%,263.85
April,13.0,18:00,97.78%,46.0,1.0,2.17%,298.38
April,13.0,18:30,100.00%,39.0,0.0,0.00%,325.38
April,13.0,19:00,100.00%,33.0,0.0,0.00%,415.39
April,13.0,19:30,100.00%,13.0,0.0,0.00%,253.92
April,13.0,20:00,100.00%,11.0,0.0,0.00%,353
April,13.0,20:30,81.82%,11.0,0.0,0.00%,312.73
April,13.0,21:00,100.00%,12.0,0.0,0.00%,254.33
April,13.0,21:30,100.00%,13.0,0.0,0.00%,340.92
April,13.0,22:00,100.00%,10.0,0.0,0.00%,415.2
April,13.0,22:30,77.78%,9.0,0.0,0.00%,301.11
April,13.0,23:00,100.00%,2.0,0.0,0.00%,262
April,13.0,23:30,100.00%,4.0,0.0,0.00%,259
April,14.0,0:00,100.00%,2.0,0.0,0.00%,593
April,14.0,0:30,100.00%,1.0,0.0,0.00%,281
April,14.0,1:00,100.00%,1.0,0.0,0.00%,323
April,14.0,1:30,,0.0,0.0,,
April,14.0,2:00,100.00%,2.0,0.0,0.00%,"1,376.00"
April,14.0,3:00,100.00%,1.0,0.0,0.00%,172
April,14.0,3:30,100.00%,1.0,0.0,0.00%,467
April,14.0,5:00,100.00%,2.0,0.0,0.00%,166.5
April,14.0,5:30,,0.0,0.0,,
April,14.0,6:00,100.00%,4.0,0.0,0.00%,341
April,14.0,6:30,100.00%,3.0,1.0,33.33%,298.5
April,14.0,7:00,100.00%,8.0,0.0,0.00%,196.25
April,14.0,7:30,100.00%,13.0,1.0,7.69%,221.75
April,14.0,8:00,97.92%,48.0,0.0,0.00%,279.1
April,14.0,8:30,100.00%,74.0,0.0,0.00%,314.14
April,14.0,9:00,98.33%,120.0,0.0,0.00%,274.82
April,14.0,9:30,96.08%,154.0,1.0,0.65%,319.56
April,14.0,10:00,95.38%,196.0,1.0,0.51%,287.62
April,14.0,10:30,85.77%,239.0,0.0,0.00%,304.58
April,14.0,11:00,,,,,
April,14.0,11:30,,,,,
April,14.0,12:00,,,,,
April,14.0,12:30,,,,,
April,14.0,13:00,,,,,
April,14.0,13:30,,,,,
April,14.0,14:00,,,,,
April,14.0,14:30,,,,,
April,14.0,15:00,95.04%,243.0,1.0,0.41%,326.18
April,14.0,15:30,96.84%,286.0,1.0,0.35%,340.13
April,14.0,16:00,98.83%,256.0,0.0,0.00%,316.07
April,14.0,16:30,99.18%,243.0,0.0,0.00%,317.28
April,14.0,17:00,97.30%,222.0,0.0,0.00%,313.23
April,14.0,17:30,98.05%,205.0,0.0,0.00%,322.74
April,14.0,18:00,100.00%,179.0,1.0,0.56%,291.64
April,14.0,18:30,90.54%,148.0,0.0,0.00%,330.14
April,14.0,19:00,93.07%,101.0,0.0,0.00%,319.19
April,14.0,19:30,96.20%,81.0,2.0,2.47%,378.05
April,14.0,20:00,93.44%,61.0,0.0,0.00%,333.69
April,14.0,20:30,97.50%,40.0,0.0,0.00%,291.73
April,14.0,21:00,69.23%,41.0,2.0,4.88%,301.38
April,14.0,21:30,100.00%,29.0,1.0,3.45%,256.39
April,14.0,22:00,100.00%,16.0,0.0,0.00%,309.13
April,14.0,22:30,28.57%,10.0,3.0,30.00%,440.29
April,14.0,23:00,69.23%,13.0,0.0,0.00%,244.38
April,14.0,23:30,83.33%,6.0,0.0,0.00%,351.5
April,15.0,0:00,100.00%,2.0,0.0,0.00%,488
April,15.0,0:30,100.00%,5.0,0.0,0.00%,215.6
April,15.0,1:00,100.00%,5.0,0.0,0.00%,416.2
April,15.0,1:30,100.00%,1.0,0.0,0.00%,231
April,15.0,2:00,100.00%,2.0,0.0,0.00%,214.5
April,15.0,2:30,,0.0,0.0,,
April,15.0,3:30,100.00%,1.0,0.0,0.00%,260
April,15.0,5:00,100.00%,3.0,0.0,0.00%,385.67
April,15.0,5:30,50.00%,2.0,0.0,0.00%,457
April,15.0,6:00,100.00%,1.0,0.0,0.00%,439
April,15.0,6:30,100.00%,4.0,0.0,0.00%,172.75
April,15.0,7:00,100.00%,8.0,0.0,0.00%,237.75
April,15.0,7:30,70.00%,13.0,3.0,23.08%,414.9
April,15.0,8:00,97.62%,42.0,0.0,0.00%,255.19
April,15.0,8:30,86.76%,69.0,1.0,1.45%,324.82
April,15.0,9:00,84.47%,106.0,3.0,2.83%,298.67
April,15.0,9:30,88.89%,154.0,1.0,0.65%,316.1
April,15.0,10:00,93.85%,179.0,0.0,0.00%,279.44
April,15.0,10:30,93.41%,182.0,0.0,0.00%,315.8
April,15.0,11:00,96.57%,205.0,1.0,0.49%,329.45
April,15.0,11:30,89.08%,236.0,7.0,2.97%,326.8
April,15.0,12:00,93.24%,223.0,1.0,0.45%,334.37
April,15.0,12:30,97.13%,209.0,0.0,0.00%,313.5
April,15.0,13:00,98.35%,244.0,1.0,0.41%,305.67
April,15.0,13:30,98.76%,242.0,1.0,0.41%,315.58
April,15.0,14:00,97.81%,228.0,0.0,0.00%,322.7
April,15.0,14:30,95.00%,220.0,0.0,0.00%,285.43
April,15.0,15:00,94.76%,211.0,1.0,0.47%,341.22
April,15.0,15:30,81.11%,220.0,3.0,1.36%,317.95
April,15.0,16:00,76.65%,259.0,2.0,0.77%,308.46
April,15.0,16:30,99.51%,206.0,0.0,0.00%,335.12
April,15.0,17:00,97.94%,194.0,0.0,0.00%,328
April,15.0,17:30,97.55%,163.0,0.0,0.00%,309.37
April,15.0,18:00,100.00%,147.0,1.0,0.68%,276.71
April,15.0,18:30,84.03%,121.0,2.0,1.65%,311.49
April,15.0,19:00,70.59%,92.0,7.0,7.61%,355.04
April,15.0,19:30,94.64%,56.0,0.0,0.00%,270.91
April,15.0,20:00,80.49%,45.0,4.0,8.89%,424.95
April,15.0,20:30,88.24%,52.0,1.0,1.92%,336.37
April,15.0,21:00,92.86%,14.0,0.0,0.00%,406.57
April,15.0,21:30,100.00%,32.0,0.0,0.00%,344.38
April,15.0,22:00,100.00%,22.0,0.0,0.00%,296.36
April,15.0,22:30,75.00%,8.0,0.0,0.00%,285
April,15.0,23:00,36.36%,11.0,0.0,0.00%,306.64
April,15.0,23:30,63.64%,11.0,0.0,0.00%,392.09
April,16.0,0:00,100.00%,4.0,0.0,0.00%,39.5
April,16.0,0:30,100.00%,2.0,0.0,0.00%,132.5
April,16.0,1:00,,0.0,0.0,,
April,16.0,1:30,100.00%,3.0,0.0,0.00%,241.67
April,16.0,2:00,100.00%,1.0,0.0,0.00%,122
April,16.0,2:30,100.00%,4.0,0.0,0.00%,318.25
April,16.0,4:00,,1.0,1.0,100.00%,
April,16.0,4:30,100.00%,1.0,0.0,0.00%,128
April,16.0,5:00,100.00%,1.0,0.0,0.00%,45
April,16.0,5:30,100.00%,3.0,0.0,0.00%,344.67
April,16.0,6:00,100.00%,2.0,0.0,0.00%,249.5
April,16.0,6:30,66.67%,4.0,1.0,25.00%,265.67
April,16.0,7:00,60.00%,5.0,0.0,0.00%,250.6
April,16.0,7:30,47.06%,18.0,1.0,5.56%,323.82
April,16.0,8:00,70.21%,47.0,0.0,0.00%,216.21
April,16.0,8:30,75.41%,64.0,3.0,4.69%,353.52
April,16.0,9:00,77.05%,127.0,5.0,3.94%,308.7
April,16.0,9:30,75.34%,146.0,0.0,0.00%,315.14
April,16.0,10:00,77.90%,184.0,3.0,1.63%,321.46
April,16.0,10:30,97.36%,227.0,0.0,0.00%,315.84
April,16.0,11:00,97.60%,209.0,1.0,0.48%,317.3
April,16.0,11:30,67.37%,242.0,6.0,2.48%,356.61
April,16.0,12:00,89.55%,225.0,5.0,2.22%,336.17
April,16.0,12:30,85.05%,215.0,1.0,0.47%,322.1
April,16.0,13:00,100.00%,185.0,0.0,0.00%,335.18
April,16.0,13:30,94.34%,213.0,1.0,0.47%,315.54
April,16.0,14:00,84.16%,221.0,0.0,0.00%,296.82
April,16.0,14:30,88.73%,213.0,0.0,0.00%,342.7
April,16.0,15:00,97.62%,210.0,0.0,0.00%,320.71
April,16.0,15:30,92.86%,210.0,0.0,0.00%,310.97
April,16.0,16:00,83.17%,205.0,3.0,1.46%,336.3
April,16.0,16:30,97.07%,206.0,1.0,0.49%,328.68
April,16.0,17:00,97.75%,178.0,0.0,0.00%,346.61
April,16.0,17:30,92.49%,174.0,1.0,0.57%,304.31
April,16.0,18:00,85.26%,158.0,2.0,1.27%,295.98
April,16.0,18:30,83.78%,150.0,2.0,1.33%,373.89
April,16.0,19:00,91.40%,94.0,1.0,1.06%,336.09
April,16.0,19:30,95.38%,66.0,1.0,1.52%,343.35
April,16.0,20:00,96.15%,52.0,0.0,0.00%,290.9
April,16.0,20:30,97.78%,45.0,0.0,0.00%,248.73
April,16.0,21:00,70.37%,27.0,0.0,0.00%,382.15
April,16.0,21:30,100.00%,19.0,0.0,0.00%,443.47
April,16.0,22:00,100.00%,20.0,,,
April,16.0,22:30,81.25%,18.0,,,
April,16.0,23:00,100.00%,5.0,,,
April,16.0,23:30,100.00%,7.0,,,
April,17.0,0:00,100.00%,7.0,,,
April,17.0,0:30,100.00%,2.0,,,
April,17.0,1:00,100.00%,3.0,,,
April,17.0,1:30,100.00%,2.0,,,
April,17.0,2:30,100.00%,1.0,,,
April,17.0,5:00,100.00%,1.0,,,
April,17.0,5:30,100.00%,2.0,,,
April,17.0,6:00,100.00%,2.0,,,
April,17.0,6:30,83.33%,6.0,,,
April,17.0,7:00,87.50%,9.0,,,
April,17.0,7:30,90.91%,12.0,1.0,8.33%,364.64
April,17.0,8:00,87.27%,58.0,3.0,5.17%,248.44
April,17.0,8:30,54.29%,78.0,8.0,10.26%,336.29
April,17.0,9:00,91.67%,120.0,0.0,0.00%,322.11
April,17.0,9:30,95.48%,155.0,0.0,0.00%,293.66
April,17.0,10:00,98.87%,178.0,1.0,0.56%,356.07
April,17.0,10:30,98.27%,174.0,1.0,0.57%,298.09
April,17.0,11:00,90.68%,239.0,3.0,1.26%,303.14
April,17.0,11:30,81.51%,245.0,7.0,2.86%,335.28
April,17.0,12:00,97.82%,230.0,1.0,0.43%,304.55
April,17.0,12:30,87.69%,263.0,3.0,1.14%,292.62
April,17.0,13:00,96.00%,250.0,0.0,0.00%,330.11
April,17.0,13:30,91.34%,232.0,1.0,0.43%,355.65
April,17.0,14:00,99.56%,228.0,0.0,0.00%,337.5
April,17.0,14:30,100.00%,222.0,0.0,0.00%,313.7
April,17.0,15:00,99.16%,238.0,0.0,0.00%,307.58
April,17.0,15:30,92.09%,216.0,1.0,0.46%,334.22
April,17.0,16:00,82.63%,237.0,1.0,0.42%,338.39
April,17.0,16:30,96.02%,226.0,0.0,0.00%,301.21
April,17.0,17:00,95.12%,209.0,4.0,1.91%,335.03
April,17.0,17:30,95.92%,197.0,1.0,0.51%,339.94
April,17.0,18:00,99.35%,154.0,0.0,0.00%,300.63
April,17.0,18:30,100.00%,127.0,0.0,0.00%,322.8
April,17.0,19:00,100.00%,71.0,0.0,0.00%,331.18
April,17.0,19:30,87.30%,65.0,2.0,3.08%,398.54
April,17.0,20:00,100.00%,52.0,0.0,0.00%,324.81
April,17.0,20:30,95.83%,48.0,0.0,0.00%,330.31
April,17.0,21:00,100.00%,25.0,1.0,4.00%,303.5
April,17.0,21:30,100.00%,19.0,0.0,0.00%,371.53
April,17.0,22:00,100.00%,17.0,0.0,0.00%,229.12
April,17.0,22:30,40.00%,15.0,0.0,0.00%,244.73
April,17.0,23:00,80.00%,5.0,0.0,0.00%,276.2
April,17.0,23:30,62.50%,9.0,1.0,11.11%,502.5
April,18.0,0:00,100.00%,4.0,0.0,0.00%,204.5
April,18.0,0:30,100.00%,5.0,0.0,0.00%,562.4
April,18.0,1:30,100.00%,4.0,0.0,0.00%,145.25
April,18.0,2:00,100.00%,2.0,0.0,0.00%,264.5
April,18.0,3:00,100.00%,1.0,0.0,0.00%,192
April,18.0,4:00,100.00%,1.0,0.0,0.00%,122
April,18.0,4:30,100.00%,2.0,0.0,0.00%,180.5
April,18.0,5:00,75.00%,4.0,0.0,0.00%,249.25
April,18.0,5:30,100.00%,1.0,0.0,0.00%,306
April,18.0,6:00,100.00%,1.0,0.0,0.00%,149
April,18.0,6:30,,0.0,0.0,,
April,18.0,7:00,40.00%,11.0,1.0,9.09%,414.3
April,18.0,7:30,63.64%,11.0,0.0,0.00%,349.36
April,18.0,8:00,91.84%,49.0,0.0,0.00%,235.76
April,18.0,8:30,94.20%,69.0,0.0,0.00%,328.62
April,18.0,9:00,97.52%,121.0,0.0,0.00%,279.33
April,18.0,9:30,93.62%,141.0,0.0,0.00%,356.87
April,18.0,10:00,96.40%,139.0,0.0,0.00%,330.18
April,18.0,10:30,99.45%,183.0,1.0,0.55%,321.8
April,18.0,11:00,98.95%,190.0,0.0,0.00%,279.05
April,18.0,11:30,99.52%,210.0,1.0,0.48%,295.23
April,18.0,12:00,99.18%,245.0,1.0,0.41%,315.4
April,18.0,12:30,98.08%,208.0,0.0,0.00%,299.06
April,18.0,13:00,98.59%,213.0,0.0,0.00%,378.96
April,18.0,13:30,99.07%,216.0,0.0,0.00%,301.23
April,18.0,14:00,100.00%,208.0,1.0,0.48%,331.61
April,18.0,14:30,99.12%,228.0,0.0,0.00%,320.43
April,18.0,15:00,100.00%,208.0,0.0,0.00%,310.03
April,18.0,15:30,100.00%,195.0,0.0,0.00%,308.61
April,18.0,16:00,98.53%,204.0,0.0,0.00%,327.21
April,18.0,16:30,98.48%,198.0,0.0,0.00%,358.8
April,18.0,17:00,98.48%,197.0,0.0,0.00%,277.46
April,18.0,17:30,99.35%,155.0,0.0,0.00%,324.69
April,18.0,18:00,100.00%,139.0,0.0,0.00%,285.67
April,18.0,18:30,100.00%,127.0,0.0,0.00%,341.65
April,18.0,19:00,100.00%,78.0,0.0,0.00%,368.59
April,18.0,19:30,100.00%,53.0,0.0,0.00%,335.04
April,18.0,20:00,100.00%,35.0,0.0,0.00%,293.51
April,18.0,20:30,97.22%,36.0,0.0,0.00%,284.61
April,18.0,21:00,100.00%,23.0,0.0,0.00%,332.91
April,18.0,21:30,100.00%,13.0,0.0,0.00%,270
April,18.0,22:00,100.00%,11.0,0.0,0.00%,243
April,18.0,22:30,90.91%,11.0,0.0,0.00%,312.73
April,18.0,23:00,33.33%,6.0,0.0,0.00%,310.67
April,18.0,23:30,100.00%,3.0,0.0,0.00%,149.67
April,19.0,0:00,100.00%,8.0,1.0,12.50%,491.57
April,19.0,0:30,80.00%,5.0,0.0,0.00%,723.6
April,19.0,1:00,100.00%,5.0,1.0,20.00%,153.5
April,19.0,1:30,100.00%,2.0,1.0,50.00%,93
April,19.0,2:00,0.00%,1.0,0.0,0.00%,"1,920.00"
April,19.0,2:30,100.00%,3.0,0.0,0.00%,113.33
April,19.0,3:00,100.00%,1.0,0.0,0.00%,272
April,19.0,4:30,100.00%,1.0,0.0,0.00%,121
April,19.0,5:00,100.00%,1.0,0.0,0.00%,127
April,19.0,5:30,,0.0,0.0,,
April,19.0,6:00,100.00%,1.0,0.0,0.00%,546
April,19.0,6:30,,0.0,0.0,,
April,19.0,7:00,100.00%,6.0,0.0,0.00%,427.67
April,19.0,7:30,100.00%,5.0,0.0,0.00%,349.2
April,19.0,8:00,96.15%,26.0,0.0,0.00%,222.96
April,19.0,8:30,97.73%,44.0,0.0,0.00%,245.68
April,19.0,9:00,96.43%,56.0,0.0,0.00%,310.79
April,19.0,9:30,95.71%,70.0,0.0,0.00%,305.86
April,19.0,10:00,100.00%,98.0,1.0,1.02%,299.29
April,19.0,10:30,100.00%,124.0,0.0,0.00%,252.11
April,19.0,11:00,98.37%,124.0,1.0,0.81%,265.3
April,19.0,11:30,99.25%,133.0,,0.00%,257.59
April,19.0,12:00,98.18%,165.0,,0.00%,271.22
April,19.0,12:30,98.54%,137.0,0.0,0.00%,287.61
April,19.0,13:00,95.18%,166.0,0.0,0.00%,282.73
April,19.0,13:30,96.36%,165.0,0.0,0.00%,315.04
April,19.0,14:00,97.35%,153.0,2.0,1.31%,313.97
April,19.0,14:30,96.32%,137.0,1.0,0.73%,312.19
April,19.0,15:00,95.27%,148.0,0.0,0.00%,333.76
April,19.0,15:30,91.24%,139.0,2.0,1.44%,320.32
April,19.0,16:00,92.65%,137.0,1.0,0.73%,330.38
April,19.0,16:30,98.54%,138.0,1.0,0.72%,271.6
April,19.0,17:00,87.29%,122.0,4.0,3.28%,311.53
April,19.0,17:30,90.74%,110.0,2.0,1.82%,263.41
April,19.0,18:00,92.04%,115.0,2.0,1.74%,322.5
April,19.0,18:30,90.32%,94.0,1.0,1.06%,356.7
April,19.0,19:00,100.00%,78.0,2.0,2.56%,310.67
April,19.0,19:30,97.06%,68.0,0.0,0.00%,378.69
April,19.0,20:00,100.00%,53.0,1.0,1.89%,262.75
April,19.0,20:30,93.33%,46.0,1.0,2.17%,302.11
April,19.0,21:00,100.00%,25.0,0.0,0.00%,293.76
April,19.0,21:30,100.00%,10.0,0.0,0.00%,273.4
April,19.0,22:00,100.00%,14.0,0.0,0.00%,472.36
April,19.0,22:30,100.00%,8.0,0.0,0.00%,510.38
April,19.0,23:00,100.00%,5.0,0.0,0.00%,335
April,19.0,23:30,100.00%,2.0,0.0,0.00%,71
April,20.0,0:00,100.00%,2.0,0.0,0.00%,"1,583.00"
April,20.0,0:30,100.00%,1.0,0.0,0.00%,272
April,20.0,1:00,100.00%,4.0,0.0,0.00%,264.25
April,20.0,1:30,100.00%,2.0,0.0,0.00%,862
April,20.0,2:00,100.00%,1.0,0.0,0.00%,157
April,20.0,3:00,100.00%,1.0,0.0,0.00%,146
April,20.0,4:30,100.00%,1.0,0.0,0.00%,393
April,20.0,7:00,100.00%,7.0,0.0,0.00%,263
April,20.0,7:30,100.00%,4.0,0.0,0.00%,441.75
April,20.0,8:00,100.00%,7.0,0.0,0.00%,189.71
April,20.0,8:30,100.00%,6.0,0.0,0.00%,350.33
April,20.0,9:00,75.00%,12.0,0.0,0.00%,472.08
April,20.0,9:30,100.00%,11.0,0.0,0.00%,313.64
April,20.0,10:00,100.00%,11.0,0.0,0.00%,324.18
April,20.0,10:30,100.00%,12.0,0.0,0.00%,288.75
April,20.0,11:00,100.00%,14.0,0.0,0.00%,396.64
April,20.0,11:30,100.00%,14.0,0.0,0.00%,320.36
April,20.0,12:00,100.00%,20.0,0.0,0.00%,358.1
April,20.0,12:30,100.00%,23.0,1.0,4.35%,354.82
April,20.0,13:00,100.00%,19.0,0.0,0.00%,292.47
April,20.0,13:30,100.00%,20.0,0.0,0.00%,314.05
April,20.0,14:00,100.00%,18.0,0.0,0.00%,308.83
April,20.0,14:30,100.00%,19.0,0.0,0.00%,259.21
April,20.0,15:00,100.00%,26.0,0.0,0.00%,318.62
April,20.0,15:30,100.00%,24.0,2.0,8.33%,231.59
April,20.0,16:00,100.00%,25.0,0.0,0.00%,238.6
April,20.0,16:30,100.00%,22.0,0.0,0.00%,272.18
April,20.0,17:00,96.30%,28.0,1.0,3.57%,360.07
April,20.0,17:30,100.00%,18.0,0.0,0.00%,329.17
April,20.0,18:00,100.00%,20.0,0.0,0.00%,286.35
April,20.0,18:30,100.00%,30.0,0.0,0.00%,383.03
April,20.0,19:00,100.00%,17.0,0.0,0.00%,308.18
April,20.0,19:30,100.00%,22.0,0.0,0.00%,266.59
April,20.0,20:00,100.00%,18.0,1.0,5.56%,291.12
April,20.0,20:30,100.00%,14.0,0.0,0.00%,364
April,20.0,21:00,85.71%,8.0,1.0,12.50%,282.29
April,20.0,21:30,75.00%,8.0,0.0,0.00%,246.5
April,20.0,22:00,70.00%,12.0,2.0,16.67%,260.2
April,20.0,22:30,66.67%,10.0,1.0,10.00%,264.56
April,20.0,23:00,71.43%,7.0,0.0,0.00%,452.43
April,20.0,23:30,100.00%,3.0,0.0,0.00%,143.33
April,21.0,0:00,100.00%,3.0,0.0,0.00%,199.67
April,21.0,0:30,100.00%,2.0,0.0,0.00%,192.5
April,21.0,1:00,100.00%,2.0,0.0,0.00%,155.5
April,21.0,2:00,100.00%,2.0,0.0,0.00%,456
April,21.0,2:30,100.00%,2.0,0.0,0.00%,88.5
April,21.0,3:00,,0.0,0.0,,
April,21.0,3:30,100.00%,1.0,0.0,0.00%,366
April,21.0,4:30,100.00%,1.0,0.0,0.00%,284
April,21.0,5:00,100.00%,1.0,0.0,0.00%,172
April,21.0,5:30,100.00%,1.0,0.0,0.00%,143
April,21.0,6:00,100.00%,1.0,0.0,0.00%,340
April,21.0,6:30,66.67%,4.0,1.0,25.00%,264
April,21.0,7:00,100.00%,3.0,0.0,0.00%,200.33
April,21.0,7:30,80.00%,10.0,0.0,0.00%,385.8
April,21.0,8:00,100.00%,29.0,0.0,0.00%,319.07
