Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,12,4:30,100.00%,12,0,0.00%,125.42
April,12,5:00,100.00%,7,0,0.00%,197.14
April,12,5:30,100.00%,11,0,0.00%,125.64
April,12,6:00,90.00%,10,0,0.00%,330.9
April,12,6:30,95.65%,23,0,0.00%,212.83
April,12,7:00,98.00%,50,0,0.00%,242.22
April,12,7:30,100.00%,92,0,0.00%,237.38
April,12,8:00,100.00%,154,0,0.00%,265.9
April,12,8:30,100.00%,226,0,0.00%,270.9
April,12,9:00,100.00%,328,0,0.00%,305.06
April,12,9:30,99.74%,385,1,0.26%,279.42
April,12,10:00,99.79%,482,0,0.00%,316.71
April,12,10:30,94.67%,585,3,0.51%,304.29
April,12,11:00,94.61%,612,0,0.00%,323.56
April,12,11:30,99.66%,597,4,0.67%,342.13
April,12,12:00,98.56%,626,3,0.48%,320.96
April,12,12:30,95.62%,664,2,0.30%,303.99
April,12,13:00,91.07%,573,2,0.35%,343.92
April,12,13:30,97.95%,586,0,0.00%,339.79
April,12,14:00,99.64%,553,1,0.18%,329.97
April,12,14:30,99.46%,551,0,0.00%,333.91
April,12,15:00,99.83%,580,0,0.00%,331.73
April,12,15:30,100.00%,553,2,0.36%,329.9
April,12,16:00,100.00%,534,2,0.37%,341.47
April,12,16:30,100.00%,523,1,0.19%,331.25
April,12,17:00,99.79%,478,0,0.00%,340.82
April,12,17:30,99.79%,480,1,0.21%,313.29
April,12,18:00,99.54%,436,1,0.23%,330.5
April,12,18:30,83.64%,434,6,1.38%,345.16
April,12,19:00,96.39%,363,3,0.83%,338.83
April,12,19:30,85.96%,344,2,0.58%,305.58
April,12,20:00,92.59%,270,0,0.00%,307.73
April,12,20:30,100.00%,226,0,0.00%,288.42
April,12,21:00,98.86%,175,0,0.00%,333.55
April,12,21:30,100.00%,147,1,0.68%,328.94
April,12,22:00,98.68%,152,0,0.00%,304.64
April,12,22:30,100.00%,130,0,0.00%,337.98
April,12,23:00,100.00%,83,0,0.00%,298.96
April,12,23:30,100.00%,75,0,0.00%,306.17
April,13,0:00,100.00%,52,0,0.00%,248.02
April,13,0:30,100.00%,42,0,0.00%,297.5
April,13,1:00,100.00%,36,1,2.78%,183.14
April,13,1:30,94.44%,18,0,0.00%,300.5
April,13,2:00,100.00%,21,0,0.00%,148.19
April,13,2:30,94.12%,17,0,0.00%,238.24
April,13,3:00,100.00%,11,0,0.00%,267.82
April,13,3:30,100.00%,7,0,0.00%,308.71
April,13,4:00,100.00%,5,0,0.00%,253.8
April,13,4:30,100.00%,8,0,0.00%,293.5
April,13,5:00,83.33%,6,0,0.00%,260.33
April,13,5:30,14.29%,7,0,0.00%,551.86
April,13,6:00,85.71%,14,0,0.00%,260.86
April,13,6:30,100.00%,21,0,0.00%,252.76
April,13,7:00,100.00%,27,0,0.00%,237.33
April,13,,,,1,1.89%,298.83
April,13,,,,0,0.00%,284.39
April,13,,,,0,0.00%,299.3
April,13,,,,0,0.00%,280.11
April,13,,,,0,0.00%,282.32
April,13,,,,1,0.36%,288.6
April,13,,,,0,0.00%,300.37
April,13,,,,1,0.29%,279.1
April,13,,,,0,0.00%,296.89
April,13,12:00,98.14%,377,1,0.27%,332.72
April,13,12:30,97.94%,388,0,0.00%,298.43
April,13,13:00,98.47%,393,0,0.00%,291.85
April,13,13:30,99.29%,423,1,0.24%,314.8
April,13,14:00,98.56%,416,0,0.00%,340.26
April,13,14:30,99.00%,400,1,0.25%,301.01
April,13,15:00,98.69%,383,0,0.00%,337.11
April,13,15:30,100.00%,378,0,0.00%,311.92
April,13,16:00,100.00%,420,0,0.00%,295.06
April,13,16:30,100.00%,398,0,0.00%,331.22
April,13,17:00,99.47%,377,0,0.00%,323.67
April,13,17:30,100.00%,345,0,0.00%,312.26
April,13,18:00,100.00%,279,0,0.00%,287.27
April,13,18:30,100.00%,305,1,0.33%,291.18
April,13,19:00,100.00%,246,0,0.00%,310.1
April,13,19:30,99.07%,214,0,0.00%,318.8
April,13,20:00,99.53%,215,0,0.00%,319.85
April,13,20:30,99.49%,200,3,1.50%,350.35
April,13,21:00,100.00%,168,0,0.00%,317.4
April,13,21:30,100.00%,150,0,0.00%,310.86
April,13,22:00,100.00%,123,0,0.00%,347.6
April,13,22:30,99.13%,115,0,0.00%,321.23
April,13,23:00,100.00%,85,0,0.00%,326.81
April,13,23:30,100.00%,75,0,0.00%,312.15
April,14,0:00,100.00%,53,0,0.00%,340.49
April,14,0:30,100.00%,38,0,0.00%,282.26
April,14,1:00,100.00%,23,0,0.00%,348.78
April,14,1:30,100.00%,18,0,0.00%,301.94
April,14,2:00,100.00%,11,1,9.09%,466.3
April,14,2:30,100.00%,6,0,0.00%,765
April,14,3:00,100.00%,11,0,0.00%,329.91
April,14,3:30,100.00%,6,0,0.00%,258.33
April,14,4:00,100.00%,12,1,8.33%,209.27
April,14,4:30,88.89%,9,0,0.00%,194.56
April,14,5:00,100.00%,11,0,0.00%,196.36
April,14,5:30,100.00%,10,0,0.00%,235.6
April,14,6:00,95.24%,21,0,0.00%,163.76
April,14,6:30,92.00%,25,0,0.00%,325.4
April,14,7:00,100.00%,63,0,0.00%,190.35
April,14,7:30,100.00%,102,0,0.00%,252.68
April,14,8:00,99.54%,217,1,0.46%,278.9
April,14,8:30,99.73%,371,1,0.27%,285.51
April,14,9:00,95.81%,551,2,0.36%,306.62
April,14,9:30,96.62%,650,0,0.00%,328.08
April,14,10:00,77.64%,853,21,2.46%,346.58
April,14,10:30,75.49%,947,21,2.22%,331.42
April,14,11:00,56.55%,1053,15,1.42%,350.37
April,14,11:30,97.19%,996,1,0.10%,350.51
April,14,12:00,95.98%,1022,1,0.10%,352.57
April,14,12:30,95.68%,1043,1,0.10%,347.34
April,14,13:00,99.02%,1027,2,0.19%,349.31
April,14,13:30,99.00%,1007,2,0.20%,337.51
April,14,14:00,98.73%,1025,4,0.39%,351.09
April,14,14:30,95.49%,1023,3,0.29%,370.16
April,14,15:00,99.04%,1049,2,0.19%,352.33
April,14,15:30,98.73%,1022,0,0.00%,355.66
April,14,16:00,99.43%,1048,2,0.19%,354.17
April,14,16:30,99.14%,1053,2,0.19%,356.33
April,14,17:00,69.06%,979,16,1.63%,351.74
April,14,17:30,69.92%,956,12,1.26%,354.99
April,14,18:00,61.31%,846,19,2.25%,366.46
April,14,18:30,90.35%,749,3,0.40%,361.29
April,14,19:00,97.07%,683,0,0.00%,364.18
April,14,19:30,93.30%,569,2,0.35%,345.4
April,14,20:00,91.79%,553,5,0.90%,378.29
April,14,20:30,88.02%,464,5,1.08%,351.84
April,14,21:00,99.45%,368,2,0.54%,347.77
April,14,21:30,99.29%,282,0,0.00%,336
April,14,22:00,96.85%,224,2,0.89%,335.94
April,14,22:30,98.88%,179,0,0.00%,319.08
April,14,23:00,100.00%,140,0,0.00%,335.36
April,14,23:30,99.07%,109,1,0.92%,353.85
April,15,0:00,100.00%,76,2,2.63%,362.18
April,15,0:30,100.00%,65,0,0.00%,403.49
April,15,1:00,100.00%,35,0,0.00%,267.14
April,15,1:30,100.00%,33,0,0.00%,274.39
April,15,2:00,90.91%,11,0,0.00%,242.91
April,15,2:30,100.00%,26,0,0.00%,182.38
April,15,3:00,100.00%,11,0,0.00%,158.36
April,15,3:30,100.00%,14,0,0.00%,480.21
April,15,4:00,100.00%,9,0,0.00%,215.89
April,15,4:30,100.00%,7,0,0.00%,267.57
April,15,5:00,100.00%,25,0,0.00%,282.84
April,15,5:30,95.65%,23,0,0.00%,434.91
April,15,6:00,94.12%,18,1,5.56%,183.53
April,15,6:30,97.78%,48,3,6.25%,223.73
April,15,7:00,98.96%,97,1,1.03%,221.49
April,15,7:30,100.00%,134,0,0.00%,268.63
April,15,8:00,100.00%,250,0,0.00%,258.01
April,15,8:30,99.47%,378,0,0.00%,315.98
April,15,9:00,97.16%,534,5,0.94%,314.88
April,15,9:30,85.21%,629,7,1.11%,321.31
April,15,10:00,71.15%,773,7,0.91%,316.58
April,15,10:30,90.07%,873,7,0.80%,341.3
April,15,11:00,98.79%,908,0,0.00%,344.72
April,15,11:30,93.68%,922,4,0.43%,352.53
April,15,12:00,92.96%,1004,9,0.90%,340.59
April,15,12:30,74.90%,1007,19,1.89%,364.56
April,15,13:00,81.34%,987,1,0.10%,341.49
April,15,13:30,78.45%,1003,10,1.00%,360.45
April,15,14:00,99.38%,963,3,0.31%,345.64
April,15,14:30,94.12%,1007,3,0.30%,334.21
April,15,15:00,98.77%,979,4,0.41%,355.8
April,15,15:30,98.45%,968,2,0.21%,358.31
April,15,16:00,98.72%,936,2,0.21%,342.69
April,15,16:30,97.91%,961,5,0.52%,342.57
April,15,17:00,99.51%,816,0,0.00%,356
April,15,17:30,99.25%,802,4,0.50%,333.45
April,15,18:00,89.97%,756,8,1.06%,349.52
April,15,18:30,93.54%,669,3,0.45%,338.41
April,15,19:00,97.25%,582,0,0.00%,329.64
April,15,19:30,87.64%,551,9,1.63%,331.41
April,15,20:00,88.85%,516,5,0.97%,386.5
April,15,20:30,99.49%,390,1,0.26%,344.44
April,15,21:00,99.17%,361,1,0.28%,316.24
April,15,21:30,99.24%,264,0,0.00%,311.64
April,15,22:00,97.88%,236,0,0.00%,307.19
April,15,22:30,99.44%,181,2,1.10%,375.22
April,15,23:00,98.60%,143,0,0.00%,327.24
April,15,23:30,100.00%,100,0,0.00%,304.44
April,16,0:00,100.00%,71,0,0.00%,336.28
April,16,0:30,100.00%,65,1,1.54%,305.41
April,16,1:00,100.00%,27,0,0.00%,382.26
April,16,1:30,100.00%,25,0,0.00%,334.24
April,16,2:00,92.31%,26,0,0.00%,300.88
April,16,2:30,100.00%,10,0,0.00%,236.1
April,16,3:00,100.00%,11,1,9.09%,392.7
April,16,3:30,100.00%,8,0,0.00%,274.25
April,16,4:00,100.00%,7,0,0.00%,193.86
April,16,4:30,100.00%,12,0,0.00%,246.25
April,16,5:00,100.00%,15,0,0.00%,383.87
April,16,5:30,100.00%,16,0,0.00%,330.19
April,16,6:00,97.06%,34,0,0.00%,254.18
April,16,6:30,100.00%,38,0,0.00%,228.26
April,16,7:00,100.00%,75,1,1.33%,234.03
April,16,7:30,90.48%,128,2,1.56%,286.38
April,16,8:00,91.21%,273,0,0.00%,284.32
April,16,8:30,97.87%,378,2,0.53%,294.48
April,16,9:00,98.80%,501,2,0.40%,314.18
April,16,9:30,98.68%,684,1,0.15%,303.35
April,16,10:00,99.21%,761,1,0.13%,310.56
April,16,10:30,88.07%,905,8,0.88%,340.31
April,16,11:00,98.93%,934,0,0.00%,331.94
April,16,11:30,98.70%,921,1,0.11%,342.17
April,16,12:00,98.09%,944,4,0.42%,331.34
April,16,12:30,58.95%,1032,21,2.03%,360.03
April,16,13:00,97.74%,974,0,0.00%,361.88
April,16,13:30,97.45%,980,1,0.10%,342.27
April,16,14:00,98.64%,958,3,0.31%,345.85
April,16,14:30,96.31%,983,8,0.81%,343.85
April,16,15:00,99.53%,858,1,0.12%,343.38
April,16,15:30,99.23%,906,1,0.11%,379.75
April,16,16:00,98.69%,918,3,0.33%,352.62
April,16,16:30,81.15%,911,9,0.99%,360.19
April,16,17:00,53.87%,836,34,4.07%,347.79
April,16,17:30,77.75%,806,6,0.74%,351.83
April,16,18:00,99.01%,709,1,0.14%,360.17
April,16,18:30,99.84%,632,0,0.00%,358.4
April,16,19:00,98.11%,583,2,0.34%,343.52
April,16,19:30,93.00%,502,2,0.40%,371.18
April,16,20:00,98.47%,458,0,0.00%,347.49
April,16,20:30,100.00%,409,2,0.49%,349.65
April,16,21:00,100.00%,317,0,0.00%,336.62
April,16,21:30,100.00%,255,0,0.00%,373.98
April,16,22:00,99.54%,217,0,0.00%,362.39
April,16,22:30,100.00%,178,0,0.00%,348.7
April,16,23:00,100.00%,103,0,0.00%,309.38
April,16,23:30,100.00%,87,1,1.15%,330.59
April,17,0:00,100.00%,56,1,1.79%,309.24
April,17,0:30,100.00%,53,0,0.00%,264.17
April,17,1:00,100.00%,43,0,0.00%,268.91
April,17,1:30,96.00%,25,0,0.00%,373
April,17,2:00,92.31%,13,0,0.00%,168.08
April,17,2:30,90.91%,12,1,8.33%,288.73
April,17,3:00,87.50%,8,0,0.00%,174.13
April,17,3:30,100.00%,13,0,0.00%,354.23
April,17,4:00,100.00%,7,0,0.00%,209.14
April,17,4:30,100.00%,8,0,0.00%,174.25
April,17,5:00,100.00%,11,0,0.00%,151.45
April,17,5:30,100.00%,9,0,0.00%,232
April,17,6:00,100.00%,15,0,0.00%,355.13
April,17,6:30,100.00%,30,0,0.00%,248.5
April,17,7:00,98.68%,77,1,1.30%,280.8
April,17,7:30,95.49%,137,4,2.92%,277.55
April,17,8:00,96.51%,260,2,0.77%,297.05
April,17,8:30,95.93%,344,0,0.00%,293.47
April,17,9:00,99.81%,531,0,0.00%,316.3
April,17,9:30,96.55%,583,3,0.51%,326.47
April,17,10:00,91.01%,716,4,0.56%,343.69
April,17,10:30,75.80%,819,9,1.10%,338.16
April,17,11:00,92.75%,817,3,0.37%,348.73
April,17,11:30,59.17%,916,22,2.40%,351.6
April,17,12:00,94.53%,878,1,0.11%,356.45
April,17,12:30,98.14%,862,1,0.12%,343.93
April,17,13:00,99.41%,852,2,0.23%,357.79
April,17,13:30,97.92%,917,3,0.33%,341.67
April,17,14:00,95.28%,856,8,0.93%,335.5
April,17,14:30,49.94%,922,27,2.93%,344.9
April,17,15:00,97.81%,868,1,0.12%,344.19
April,17,15:30,99.45%,919,4,0.44%,342.08
April,17,16:00,98.11%,1008,1,0.10%,330.42
April,17,16:30,99.32%,885,1,0.11%,353.09
April,17,17:00,99.76%,820,0,0.00%,335.05
April,17,17:30,86.31%,815,4,0.49%,357.4
April,17,18:00,95.57%,677,0,0.00%,365
April,17,18:30,81.90%,596,5,0.84%,372.82
April,17,19:00,99.04%,522,0,0.00%,345.37
April,17,19:30,90.75%,461,7,1.52%,355.59
April,17,20:00,97.30%,408,1,0.25%,340.69
April,17,20:30,95.22%,420,2,0.48%,344.21
April,17,21:00,99.33%,300,1,0.33%,369.43
April,17,21:30,100.00%,237,0,0.00%,329.7
April,17,22:00,100.00%,182,1,0.55%,319.82
April,17,22:30,98.55%,138,0,0.00%,338.75
April,17,23:00,100.00%,100,0,0.00%,320.08
April,17,23:30,100.00%,86,1,1.16%,320.28
April,18,0:00,98.53%,68,0,0.00%,363.4
April,18,0:30,100.00%,49,0,0.00%,272.06
April,18,1:00,100.00%,43,1,2.33%,216.17
April,18,1:30,100.00%,26,0,0.00%,333.12
April,18,2:00,96.15%,26,0,0.00%,260.65
April,18,2:30,100.00%,20,0,0.00%,273.85
April,18,3:00,100.00%,9,0,0.00%,322.33
April,18,3:30,100.00%,15,0,0.00%,357.53
April,18,4:00,90.48%,21,0,0.00%,258.81
April,18,4:30,100.00%,15,0,0.00%,505.4
April,18,5:00,93.75%,16,0,0.00%,294.5
April,18,5:30,100.00%,10,0,0.00%,291.7
April,18,6:00,100.00%,23,0,0.00%,262.04
April,18,6:30,95.83%,48,0,0.00%,304.63
April,18,7:00,100.00%,68,0,0.00%,275.13
April,18,7:30,99.15%,118,0,0.00%,329.08
April,18,8:00,100.00%,206,0,0.00%,278.09
April,18,8:30,99.71%,349,0,0.00%,299.03
April,18,9:00,99.39%,490,0,0.00%,291.32
April,18,9:30,99.35%,611,0,0.00%,305.34
April,18,10:00,99.14%,701,2,0.29%,331.92
April,18,10:30,99.86%,730,2,0.27%,316.1
April,18,11:00,98.40%,812,0,0.00%,339.14
April,18,11:30,97.38%,841,2,0.24%,334.56
April,18,12:00,99.03%,829,4,0.48%,335.48
April,18,12:30,99.76%,843,3,0.36%,321.51
April,18,13:00,97.51%,802,0,0.00%,340.42
April,18,13:30,85.73%,859,4,0.47%,349.79
April,18,14:00,98.44%,833,1,0.12%,333.11
April,18,14:30,98.18%,828,2,0.24%,347
April,18,15:00,95.22%,821,5,0.61%,345.7
April,18,15:30,69.25%,799,12,1.50%,344.53
April,18,16:00,98.27%,812,2,0.25%,343.58
April,18,16:30,95.53%,761,1,0.13%,344.29
April,18,17:00,97.17%,742,1,0.13%,347.19
April,18,17:30,98.52%,678,2,0.29%,351.12
April,18,18:00,100.00%,586,0,0.00%,337.07
April,18,18:30,100.00%,543,3,0.55%,366.95
April,18,19:00,100.00%,474,0,0.00%,336.21
April,18,19:30,99.74%,389,0,0.00%,333.99
April,18,20:00,74.64%,352,5,1.42%,335.22
April,18,20:30,80.70%,286,1,0.35%,367.46
April,18,21:00,99.61%,255,0,0.00%,339.49
April,18,21:30,100.00%,205,0,0.00%,375.77
April,18,22:00,100.00%,166,0,0.00%,303.83
April,18,22:30,100.00%,140,0,0.00%,311.96
April,18,23:00,100.00%,104,0,0.00%,341.3
April,18,23:30,98.81%,86,2,2.33%,280.57
April,19,0:00,100.00%,65,0,0.00%,313.37
April,19,0:30,100.00%,49,0,0.00%,289.65
April,19,1:00,100.00%,45,1,2.22%,332.3
April,19,1:30,100.00%,36,2,5.56%,345.21
April,19,2:00,95.24%,21,0,0.00%,291.76
April,19,2:30,100.00%,12,0,0.00%,403.75
April,19,3:00,100.00%,10,0,0.00%,209.3
April,19,3:30,100.00%,17,0,0.00%,259.41
April,19,4:00,100.00%,8,0,0.00%,534.13
April,19,4:30,100.00%,9,0,0.00%,267.56
April,19,5:00,100.00%,9,0,0.00%,638.11
April,19,5:30,100.00%,10,0,0.00%,368.6
April,19,6:00,95.65%,23,0,0.00%,244.61
April,19,6:30,100.00%,35,1,2.86%,245.18
April,19,7:00,97.96%,49,0,0.00%,264.43
April,19,7:30,97.06%,72,4,5.56%,298.06
April,19,8:00,92.75%,138,0,0.00%,269.47
April,19,8:30,100.00%,231,0,0.00%,304.82
April,19,9:00,99.66%,299,1,0.33%,288.35
April,19,9:30,100.00%,385,1,0.26%,301.2
April,19,10:00,99.12%,457,2,0.44%,297.96
April,19,10:30,100.00%,502,0,0.00%,324.49
April,19,11:00,99.83%,583,2,0.34%,319.91
April,19,11:30,99.52%,620,0,0.00%,341.64
April,19,12:00,99.20%,626,4,0.64%,301.34
April,19,12:30,98.42%,632,1,0.16%,330.16
April,19,13:00,99.35%,615,0,0.00%,329.72
April,19,13:30,95.59%,613,1,0.16%,319.08
April,19,14:00,98.28%,580,0,0.00%,321.51
April,19,14:30,99.83%,603,0,0.00%,318.93
April,19,15:00,96.01%,552,0,0.00%,325.81
April,19,15:30,100.00%,544,0,0.00%,315.87
April,19,16:00,99.63%,535,1,0.19%,329.84
April,19,16:30,99.79%,488,1,0.20%,330.4
April,19,17:00,97.67%,475,3,0.63%,322.4
April,19,17:30,99.78%,459,1,0.22%,323.96
April,19,18:00,100.00%,389,2,0.51%,320.97
April,19,18:30,85.71%,407,8,1.97%,338.92
April,19,19:00,92.81%,336,2,0.60%,331.01
April,19,19:30,97.47%,277,0,0.00%,319.99
April,19,20:00,84.71%,244,2,0.82%,361.42
April,19,20:30,97.57%,207,1,0.48%,333.57
April,19,21:00,100.00%,174,1,0.57%,339.04
April,19,21:30,99.35%,154,0,0.00%,308.93
April,19,22:00,99.29%,140,0,0.00%,323.14
April,19,22:30,100.00%,103,3,2.91%,311.43
April,19,23:00,98.70%,77,0,0.00%,290.97
April,19,23:30,100.00%,63,0,0.00%,283.24
April,20,0:00,100.00%,50,1,2.00%,305.04
April,20,0:30,100.00%,39,1,2.56%,310.29
April,20,1:00,100.00%,27,0,0.00%,323.52
April,20,1:30,100.00%,21,0,0.00%,435.86
April,20,2:00,100.00%,14,0,0.00%,205
April,20,2:30,100.00%,7,0,0.00%,411.14
April,20,3:00,100.00%,7,0,0.00%,327.57
April,20,3:30,100.00%,9,0,0.00%,367.44
April,20,4:00,100.00%,7,0,0.00%,405
April,20,4:30,100.00%,5,0,0.00%,211.4
April,20,5:00,100.00%,5,0,0.00%,297.4
April,20,5:30,100.00%,4,0,0.00%,192
April,20,6:00,100.00%,12,0,0.00%,265.08
April,20,6:30,100.00%,21,0,0.00%,206.33
April,20,7:00,100.00%,31,0,0.00%,262
April,20,7:30,100.00%,45,0,0.00%,284.76
April,20,8:00,100.00%,58,0,0.00%,252.38
April,20,8:30,100.00%,86,0,0.00%,327.22
April,20,9:00,98.04%,102,0,0.00%,313.35
April,20,9:30,98.48%,,0,0.00%,250.81
April,20,10:00,100.00%,,0,0.00%,270.64
April,20,10:30,100.00%,,0,0.00%,278.61
April,20,11:00,97.44%,,1,0.51%,288.36
April,20,11:30,99.49%,,0,0.00%,289.99
April,20,12:00,100.00%,,2,0.90%,298.33
April,20,12:30,98.47%,,0,0.00%,292
April,20,13:00,100.00%,,1,0.46%,309.74
April,20,13:30,99.42%,172,1,0.58%,320.57
April,20,14:00,98.54%,207,1,0.48%,307.38
April,20,14:30,100.00%,181,0,0.00%,278.79
April,20,15:00,100.00%,171,0,0.00%,298.74
April,20,15:30,99.50%,201,0,0.00%,325.61
April,20,16:00,100.00%,189,0,0.00%,305.27
April,20,16:30,99.47%,187,0,0.00%,315.88
April,20,17:00,100.00%,165,0,0.00%,307.4
April,20,17:30,100.00%,163,0,0.00%,321.64
April,20,18:00,97.59%,166,0,0.00%,280.74
April,20,18:30,99.47%,187,0,0.00%,287.55
April,20,19:00,100.00%,168,1,0.60%,311.99
April,20,19:30,97.97%,148,0,0.00%,329.17
April,20,20:00,94.70%,134,2,1.49%,240.14
April,20,20:30,91.67%,151,7,4.64%,329.28
April,20,21:00,94.17%,121,1,0.83%,330.61
April,20,21:30,94.79%,100,4,4.00%,334.96
April,20,22:00,93.55%,126,2,1.59%,306.98
April,20,22:30,95.83%,100,4,4.00%,284.77
April,20,23:00,93.33%,106,1,0.94%,273.35
April,20,23:30,95.71%,72,2,2.78%,364.51
April,21,0:00,100.00%,53,0,0.00%,326.19
April,21,0:30,100.00%,31,0,0.00%,278.45
April,21,1:00,100.00%,22,0,0.00%,338.91
April,21,1:30,100.00%,19,0,0.00%,308.95
April,21,2:00,53.85%,15,2,13.33%,281.62
April,21,2:30,30.77%,17,4,23.53%,399.15
April,21,3:00,80.00%,10,0,0.00%,235.5
April,21,3:30,100.00%,6,0,0.00%,211.67
April,21,4:00,100.00%,5,0,0.00%,436.2
April,21,4:30,100.00%,6,0,0.00%,556.17
April,21,5:00,100.00%,13,0,0.00%,204.38
April,21,5:30,100.00%,8,0,0.00%,242
April,21,6:00,95.00%,20,0,0.00%,391.75
April,21,6:30,100.00%,26,0,0.00%,303.58
April,21,7:00,97.92%,48,0,0.00%,267.04
April,21,7:30,100.00%,114,0,0.00%,247.18
April,21,8:00,100.00%,229,0,0.00%,293.48
April,21,8:30,100.00%,339,2,0.59%,304.76
April,21,9:00,99.27%,547,0,0.00%,291.77
April,21,9:30,98.48%,660,4,0.61%,333.3
April,21,10:00,97.78%,765,0,0.00%,339.39
April,21,10:30,94.97%,964,10,1.04%,337.78
April,21,11:00,89.39%,983,3,0.31%,329.16
April,21,11:30,84.68%,1038,13,1.25%,341.44
April,21,12:00,85.21%,1105,3,0.27%,343.05
April,21,12:30,98.96%,1065,3,0.28%,357.18
April,21,13:00,98.39%,1057,1,0.09%,348.09
April,21,13:30,64.99%,945,68,7.20%,385.12
April,21,14:00,24.48%,1060,104,9.81%,378.01
April,21,14:30,27.69%,1065,202,18.97%,381.91
April,21,15:00,23.33%,1137,117,10.29%,363.66
April,21,15:30,38.18%,1093,27,2.47%,359.29
April,21,16:00,92.09%,1104,4,0.36%,375.02
April,21,16:30,99.62%,1048,0,0.00%,367.61
April,21,17:00,99.29%,984,1,0.10%,384.62
April,21,17:30,99.66%,892,1,0.11%,355.08
April,21,18:00,94.26%,805,4,0.50%,356.04
April,21,18:30,96.29%,730,2,0.27%,382.45
April,21,19:00,97.83%,696,4,0.57%,357.33
April,21,19:30,91.94%,611,3,0.49%,367.96
April,21,20:00,97.73%,530,2,0.38%,357.03
April,21,20:30,100.00%,428,0,0.00%,355.55
April,21,21:00,100.00%,369,0,0.00%,346.89
April,21,21:30,100.00%,310,1,0.32%,334.34
April,21,22:00,100.00%,218,0,0.00%,329.33
April,21,22:30,99.41%,170,0,0.00%,318.52
April,21,23:00,100.00%,139,1,0.72%,365.33
April,21,23:30,98.95%,95,0,0.00%,385.73
April,22,0:00,98.57%,70,0,0.00%,348.16
April,22,0:30,100.00%,57,0,0.00%,307.79
April,22,1:00,100.00%,40,0,0.00%,382.48
April,22,1:30,100.00%,27,0,0.00%,329.22
April,22,2:00,95.45%,22,0,0.00%,284.91
April,22,2:30,100.00%,25,1,4.00%,148.21
April,22,3:00,100.00%,15,0,0.00%,275.13
April,22,3:30,90.91%,11,0,0.00%,256.45
April,22,4:00,90.00%,10,0,0.00%,308
April,22,4:30,100.00%,14,0,0.00%,255.21
April,22,5:00,100.00%,12,0,0.00%,284.5
April,22,5:30,100.00%,17,0,0.00%,196.88
April,22,6:00,100.00%,25,0,0.00%,293.64
April,22,6:30,100.00%,36,0,0.00%,218.11
April,22,7:00,98.48%,66,0,0.00%,300.06
April,22,7:30,100.00%,123,0,0.00%,264.68
April,22,8:00,100.00%,274,0,0.00%,310.73
April,22,8:30,99.50%,398,1,0.25%,300.3
April,22,9:00,98.87%,532,0,0.00%,310.12
April,22,9:30,98.27%,697,2,0.29%,308.32
April,22,10:00,94.85%,762,4,0.52%,327.95
April,22,10:30,66.06%,846,27,3.19%,360.3
April,22,11:00,27.85%,942,30,3.18%,348.71
April,22,11:30,71.81%,991,12,1.21%,361.6
April,22,12:00,92.49%,933,14,1.50%,368.19
April,22,12:30,80.17%,997,49,4.91%,352.8
April,22,13:00,90.28%,900,5,0.56%,361.3
April,22,13:30,77.31%,900,14,1.56%,362.9
April,22,14:00,78.88%,950,3,0.32%,359.46
April,22,14:30,83.16%,978,10,1.02%,355.65
April,22,15:00,98.74%,952,2,0.21%,347.34
April,22,15:30,99.18%,976,4,0.41%,349.29
April,22,16:00,99.28%,977,1,0.10%,351.77
April,22,16:30,98.87%,971,0,0.00%,348.44
April,22,17:00,63.81%,864,35,4.05%,387.75
April,22,17:30,62.54%,877,20,2.28%,377.53
April,22,18:00,86.63%,787,9,1.14%,349.96
April,22,18:30,86.57%,694,9,1.30%,345.47
April,22,19:00,95.67%,601,1,0.17%,355.8
April,22,19:30,96.49%,484,0,0.00%,384.1
April,22,20:00,92.03%,467,3,0.64%,338.03
April,22,20:30,98.87%,443,1,0.23%,345.42
April,22,21:00,97.54%,325,0,0.00%,372.8
April,22,21:30,100.00%,283,0,0.00%,336.75
April,22,22:00,99.12%,229,1,0.44%,338.89
April,22,22:30,99.35%,154,1,0.65%,305.67
April,22,23:00,100.00%,138,0,0.00%,344.63
April,22,23:30,100.00%,82,0,0.00%,331.35
April,23,0:00,100.00%,69,0,0.00%,373.01
April,23,0:30,100.00%,40,0,0.00%,327.7
April,23,1:00,94.44%,36,0,0.00%,333.81
April,23,1:30,95.83%,24,0,0.00%,263.54
April,23,2:00,93.75%,16,0,0.00%,213.69
April,23,2:30,100.00%,12,0,0.00%,226.17
April,23,3:00,100.00%,9,0,0.00%,259
April,23,3:30,100.00%,13,0,0.00%,302.62
April,23,4:00,100.00%,13,0,0.00%,401.38
April,23,4:30,100.00%,10,1,10.00%,514.56
April,23,5:00,100.00%,22,0,0.00%,241.41
April,23,5:30,100.00%,39,0,0.00%,226.64
April,23,6:00,100.00%,35,0,0.00%,207.14
April,23,6:30,96.67%,62,2,3.23%,230.5
April,23,7:00,95.79%,97,2,2.06%,327.16
April,23,7:30,99.45%,182,0,0.00%,283.58
April,23,8:00,83.46%,262,2,0.76%,313.83
April,23,8:30,87.63%,391,3,0.77%,316.73
April,23,9:00,95.56%,542,2,0.37%,331.45
April,23,9:30,95.27%,662,6,0.91%,335.3
April,23,10:00,92.89%,734,3,0.41%,313.18
